"ActorVial","Prioridad","COD","CONCESION","CORREDOR","ENTIDAD","IDPROY","ID_MT","CodVia","CodPRi","CodPRf","CodSegPRi","CodSegPRf","PasoUrbano","Xi","Yi","Xf","Yf","Shape_Leng"
"Moto","80","11,103",,"Lorica - Chinú","INVIAS-OTROS","1,263","0","7801","18","19","780118","780119","0","-75.6528454029","9.23803684421","-75.6443134596","9.23440056059","1,035.18068938999"
"Moto","81","12,983",,"Hoyórrico - Caucasia","INVIAS-OTROS","1,220","0","2512","61","62","251261","251262","1","-75.2023371018","7.97930919247","-75.2026948874","7.97458489345","533.809973464"
"Moto","82","2,031",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","80","81","45A0780","45A0781","1","-73.0546583457","7.00242413356","-73.0480574181","6.99435050798","1,175.10350683"
"Moto","83","6,841",,,"OTRO","0","0",,"0","0",,,"0","-76.5246148664","0.52550682852","-76.5113506811","0.51841576725","1,810.10928005"
"Moto","84","35,250","IP - Nueva Malla Vial del Valle del Cauca","Cali - Palmira","ANI","1,590","5G001","2505","16","17","250516","250517","0","-76.3459850664","3.52282184849","-76.3376349395","3.52450405019","948.357104805"
"Moto","85","19,208",,"El Hatillo - Girardota - Copacabana - Bello - Medellín","DEPTO","1,218","0","6004","0","0","6004","6004","1","-75.5553102894","6.31850498476","-75.5558316478","6.31287565186","637.631476566"
"Moto","86","12,691","Autopistas al Mar 2","Chigorodó-Turbo","ANI","20","4G026","6201","0","1","62010","62011","0","-76.7282672736","8.09523883706","-76.720050772","8.09812135218","971.38440703"
"Moto","87","17,697",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A06","118","120","45A06118","45A06120","0","-73.1735161519","6.53798731385","-73.184539798","6.52737380999","1,970.10339636999"
"Moto","88","19,385","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","4","5","60044","60045","0","-75.5302608379","6.31730477655","-75.5261057848","6.323314638","988.55295766"
"Moto","89","27,061",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RSC","6","7","29RSC6","29RSC7","0","-75.7124113116","4.82530601826","-75.7201180653","4.8235368266","992.699628961"
"Moto","90","19,399","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","14","15","600414","600415","0","-75.4831266573","6.32786896675","-75.4749743101","6.32654683367","993.581274357"
"Moto","91","18,777",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A06","32","33","45A0632","45A0633","0","-73.4952316288","6.04546118906","-73.5025024749","6.04115924632","999.789055072"
"Moto","92","27,067",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RSC","10","11","29RSC10","29RSC11","0","-75.6838424364","4.83910164313","-75.691846445","4.83593125304","1,000.64087674999"
"Moto","93","33,827","IP - Nueva Malla Vial del Valle del Cauca","Yumbo - Yotoco - Buga","ANI","1,100","5G001","2301","51","52","230151","230152","0","-76.3754209102","3.88045253539","-76.3771364213","3.87167824902","1,008.69745941999"
"Moto","94","6,319",,"Palermo-Neiva","DEPTO","150","0",,"0","0",,,"0","-75.4099649254","2.888431232","-75.3957903324","2.88773432704","1,683.72805622"
"Moto","95","12,965","Autopistas al Mar 2","Chigorodó-Turbo","ANI","20","4G026","6201","18","19","620118","620119","0","-76.6354430218","7.98698019646","-76.6328708375","7.97832927639","1,014.55489978"
"Moto","96","11,845","IP – Antioquia – Bolívar","Arboletes-Montería","ANI","101","4G016","7401","62","63","740162","740163","1","-75.8943619307","8.76257459903","-75.8962519917","8.75416986727","1,019.41553645999"
"Moto","97","41,614",,"Aguazul-Maní","DEPTO","83","0",,"0","0",,,"0","-72.4650239386","5.09882306166","-72.4736279318","5.09973976063","1,027.86966159"
"Moto","98","33,730",,"Buga- La Victoria","DEPTO","7","0","2505","75","76","250575","250576","0","-76.2672226585","3.95834934879","-76.2731379374","3.95141481737","1,033.66713011"
"Moto","99","34,707","IP - Nueva Malla Vial del Valle del Cauca","Yumbo - Yotoco - Buga","ANI","1,100","5G001","2301","12","13","230112","230113","1","-76.4833561364","3.58774464796","-76.4863568034","3.57906299157","1,043.01746064999"
"Moto","100","5,701",,,"OTRO","0","0",,"0","0",,,"0","-75.0080246068","3.91027620131","-75.0012547477","3.89342281244","2,149.91390226"
"Moto","101","19,087",,"El Hatillo - Girardota - Copacabana - Bello - Medellín","DEPTO","1,218","0",,"0","0",,,"1","-75.5111995279","6.35060601439","-75.517543691","6.34935831146","720.666394203"
"Moto","102","12,328",,,"INVIAS-OTROS","1,249","0","70NS01","6","7","70NS016","70NS017","0","-73.3509535874","8.32926513412","-73.3555411676","8.32270306898","1,013.86979545999"
"Moto","103","36,059",,,"OTRO","0","0",,"0","0",,,"1","-76.3446224352","3.40780648958","-76.3429206287","3.40710432985","205.158011951"
"Moto","104","19,384","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","5","6","60045","60046","0","-75.5261057848","6.323314638","-75.522907881","6.32865402581","927.071751104"
"Moto","105","19,162",,"El Hatillo - Girardota - Copacabana - Bello - Medellín","DEPTO","1,218","0",,"0","0",,,"1","-75.5444067352","6.33800012472","-75.5447318444","6.33384608634","467.201056992"
"Moto","106","35,234",,"Palmira - El Palo","INVIAS-OTROS","1,052","0","3105","72","73","310572","310573","0","-76.2431708659","3.44972267915","-76.244360386","3.44107077142","976.485993285"
"Moto","107","6,318",,"Palermo-Neiva","DEPTO","150","0",,"0","0",,,"0","-75.3957903324","2.88773432704","-75.3784323923","2.88582846961","2,940.54510041999"
"Moto","108","12,981",,"Hoyórrico - Caucasia","INVIAS-OTROS","1,220","0","2512","63","64","251263","251264","1","-75.2017023726","7.99540658855","-75.2008323336","7.98857190115","982.679843875"
"Moto","109","25,053","Autopista Conexión Pacífico 3","Manizales-La Felisa","ANI","156","4G004","50CL02","1","2","50CL021","50CL022","0","-75.652294123","5.10432363831","-75.6521542108","5.09571973622","985.942534106"
"Moto","110","6,044",,,"OTRO","0","0",,"0","0",,,"0","-76.2496725268","3.41867814431","-76.2560973512","3.42048924326","743.709691343"
"Moto","111","15,681",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","78","79","45A0778","45A0779","0","-73.0425419399","6.98838354965","-73.0455568728","6.98039358529","1,005.20250817999"
"Moto","112","40,017",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","63","64","100163","100164","0","-78.5481272586","1.39224467213","-78.5396784623","1.38911731749","1,008.16727088"
"Moto","113","19,389","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","23","24","600423","600424","1","-75.4384190752","6.27112515989","-75.4385710349","6.26240762322","1,009.4376548"
"Moto","114","19,403","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","10","11","600410","600411","0","-75.5032684901","6.31411230394","-75.4971612637","6.31483059273","1,010.81409066"
"Moto","115","12,681","Autopistas al Mar 2","Turbo - Necocli","ANI","21","4G026","9001","0","1","90010","90011","0","-76.7312497909","8.10364020301","-76.7283026602","8.0952400397","1,012.74508392999"
"Moto","116","16,312",,,"INVIAS-OTROS","1,226","0","6515","109","110","6515109","6515110","0","-71.7953144671","6.85611841237","-71.7925019674","6.84752268474","1,013.88917690999"
"Moto","117","13,840","Autopistas al Mar 2","Chigorodó-Turbo","ANI","20","4G026","6201","51","52","620151","620152","0","-76.6733735357","7.69669416292","-76.6753611725","7.68787900007","1,014.63734610999"
"Moto","118","33,618",,,"INVIAS-OTROS","1,104","0","3603","13","14","360313","360314","0","-75.14187062","3.95672458844","-75.1461150225","3.94896681043","1,015.17793416999"
"Moto","119","15,680",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","81","82","45A0781","45A0782","1","-73.0556026067","7.01123349003","-73.0546583457","7.00242413356","1,018.94388907999"
"Moto","120","9,855","Ruta del Sol 3","Bosconia - Cienaga","ANI","33","3G012","4516","56","57","451656","451657","0","-73.7183739395","9.74934005544","-73.7122628745","9.74256098215","1,024.43100189"
"Moto","121","37,808",,"Pasto-Popayán","INVIAS-OTROS","3","0","25CCB","3","4","25CCB3","25CCB4","0","-76.6395315606","2.45524283623","-76.6347576954","2.44819217025","1,024.44314437999"
"Moto","122","8,310","Puerta de Hierro – Palmar de Varela y Carreto – Cruz del Viso","Carreto - Barranquilla","ANI","17","4G018","2516","46","47","251646","251647","1","-74.7609375792","10.64644999","-74.7592108055","10.637561328","1,025.21178865999"
"Moto","123","19,207",,"El Hatillo - Girardota - Copacabana - Bello - Medellín","DEPTO","1,218","0",,"0","0",,,"1","-75.5492357522","6.33180550914","-75.5551484944","6.3190164416","1,604.08185892"
"Moto","124","2,840",,,"OTRO","0","0",,"0","0",,,"0","-75.299929659","6.18209028179","-75.3085544036","6.17662592685","2,404.67312412"
"Moto","125","13,836","Autopistas al Mar 2","Santafé de Antioquía - Chigorodó","ANI","19","4G026","6202","1","2","62021","62022","1","-76.6760848196","7.66508046451","-76.6698079422","7.65651178413","1,208.72662889"
"Moto","126","39,669",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","25","26","100125","100126","0","-78.7439616992","1.65573986663","-78.7398648375","1.64792399806","983.188652479"
"Moto","127","12,329",,,"INVIAS-OTROS","1,249","0","70NS01","5","6","70NS015","70NS016","0","-73.3555411676","8.32270306898","-73.3551380417","8.31375481438","1,010.97210689999"
"Moto","128","16,196",,,"OTRO","0","0",,"0","0",,,"0","-73.0370005069","6.95760227114","-73.0351972948","6.94398070617","2,066.67298091"
"Moto","129","34,939","IP - Nueva Malla Vial del Valle del Cauca","Yumbo - Yotoco - Buga","ANI","1,100","5G001","2301","10","11","230110","230111","1","-76.4855081435","3.57272620392","-76.485046446","3.56939700157","380.053363904"
"Moto","130","13,258",,,"INVIAS-OTROS","172","0","7009A","74","75","7009A74","7009A75","0","-72.5953236996","7.93130450729","-72.5999662938","7.92665164829","763.101346828"
"Moto","131","7,124","Santa Marta - Paraguachón","Santa Marta-Maicao-Paraguachón","ANI","119","1G003","9008","0","1","90080","90081","1","-74.1534280141","11.2257558983","-74.1602539382","11.2234359958","805.765698304"
"Moto","132","27,942","Villavicencio - Yopal","Villavicencio - Yopal","ANI","54","4G020","6511","6","7","65116","65117","1","-72.9269963421","4.60988252599","-72.9242843967","4.60733470196","415.459071919"
"Moto","133","35,995","IP - Nueva Malla Vial del Valle del Cauca",,"ANI","0","5G001",,"0","0",,,"0","-76.4524223596","3.41279011391","-76.4443552954","3.41124224927","958.139037411"
"Moto","134","19,382","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","7","8","60047","60048","0","-75.5151001903","6.32796112575","-75.5090313836","6.32310106481","990.703262366"
"Moto","135","19,387","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","25","26","600425","600426","1","-75.4333649216","6.2552139795","-75.429208991","6.2528042565","551.891336419"
"Moto","136","1,783",,,"OTRO","0","0",,"0","0",,,"0","-73.8435839976","7.12891314834","-73.855790022","7.11481559915","2,211.98069617999"
"Moto","137","2,024",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","88","89","45A0788","45A0789","1","-73.0898567564","7.05955062562","-73.0852811716","7.05726865041","574.207030057"
"Moto","138","34,947","IP - Nueva Malla Vial del Valle del Cauca","Yumbo - Yotoco - Buga","ANI","1,100","5G001","2301","10","11","230110","230111","1","-76.485046446","3.56939700157","-76.4855643863","3.5636650447","754.161313479"
"Moto","139","36,054","IP - Nueva Malla Vial del Valle del Cauca","Santander de Quilichao-Candelaria","ANI","5","5G001","2504A","34","35","2504A34","2504A35","0","-76.3515632023","3.40584354957","-76.3534895151","3.39770757216","932.438768599"
"Moto","140","15,280",,,"DEPTO","1,229","0","45AST08","10","11","45AST0810","45AST0811","1","-73.1687504837","7.09061947065","-73.1696124402","7.08209336279","984.198962919"
"Moto","141","19,404","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","1","2","60041","60042","0","-75.5483294954","6.3147762088","-75.5446880878","6.32215331045","996.1733231"
"Moto","142","13,017","Autopistas Conexión Norte","Alto de Dolores - Caucasia","ANI","12","4G007","2512","61","62","251261","251262","1","-75.2026948874","7.97458489345","-75.1942653331","7.97213596431","1,000.53209006999"
"Moto","143","13,246",,"El Zulia-Cúcuta","INVIAS-OTROS","100","0","7009","59","60","700959","700960","0","-72.5873877508","7.93004759197","-72.5788119531","7.92894640126","1,002.98845973"
"Moto","144","19,386","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","3","4","60043","60044","0","-75.5360316504","6.32354035649","-75.5302608379","6.31730477655","1,005.32881640999"
"Moto","145","38,799",,"Florencia - Guayabal - Altamira","INVIAS-OTROS","1,013","0","2003A","8","9","2003A8","2003A9","0","-75.799306344","1.96320797082","-75.8011746088","1.95437250827","1,007.62541999999"
"Moto","146","19,397","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","16","17","600416","600417","0","-75.4671315749","6.32296397066","-75.463605368","6.31622459792","1,009.94771481999"
"Moto","147","8,045","Ruta Caribe","Barranquilla - Malambo - Palmar de Varela","ANI","1,296","3G008","2516","70","71","251670","251671","1","-74.7707376886","10.8525262011","-74.7703916372","10.8435058948","1,028.78484503999"
"Moto","148","35,612","IP - Nueva Malla Vial del Valle del Cauca","Candelaria-Buga","ANI","6","5G001","2504A","36","37","2504A36","2504A37","1","-76.3497798606","3.42479027278","-76.3497785772","3.41555702937","1,056.589044"
"Moto","149","8,312","Puerta de Hierro – Palmar de Varela y Carreto – Cruz del Viso","Carreto - Barranquilla","ANI","17","4G018","2516","44","45","251644","251645","0","-74.761275087","10.6290923721","-74.766815345","10.6183359783","1,365.74674301999"
"Moto","150","192",,"Ciénaga-Santa Marta","DEPTO","118","0",,"0","0",,,"0","-74.1635344549","11.2145446067","-74.1758115588","11.2062448879","1,688.66860509"
"Peaton","1","27,303",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RS01","7","8","29RS017","29RS018","0","-75.8090083827","4.8112731857","-75.8176136455","4.806519686","1,115.78027337999"
"Peaton","2","27,300",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RS01","5","6","29RS015","29RS016","0","-75.7976360146","4.81310756428","-75.8008579588","4.81365057552","363.758927175"
"Peaton","3","5,665",,"Buga- La Victoria","DEPTO","7","0","2505","76","77","250576","250577","0","-76.2608123493","3.96462689514","-76.2672226585","3.95834934879","1,007.92511786"
"Peaton","4","19,405","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","0","1","60040","60041","1","-75.5551017969","6.30964490076","-75.5483294954","6.3147762088","1,021.94892938999"
"Peaton","5","8,041","Ruta Caribe","Barranquilla - Malambo - Palmar de Varela","ANI","1,296","3G008","2516","72","73","251672","251673","1","-74.7722087676","10.8643066493","-74.7707408302","10.8614972408","358.6401119"
"Peaton","6","18,863",,"El Hatillo - Girardota - Copacabana - Bello - Medellín","DEPTO","1,218","0",,"0","0",,,"0","-75.3913725772","6.41967392872","-75.3922484346","6.41960697753","98.5914285441"
"Peaton","7","39,670",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","24","25","100124","100125","0","-78.7482087689","1.66376464079","-78.7439616992","1.65573986663","1,011.66206251"
"Peaton","8","10,938","Córdoba – Sucre","Sincelejo - Carreto","ANI","15","3G006","2515","8","9","25158","25159","1","-75.2913895527","9.32462393105","-75.3029932804","9.31873130617","1,539.64640516"
"Peaton","9","8,971","Ruta Caribe","Sincerin - Arjona - Turbaco - Cartagena","ANI","1,274","3G008","9005","90","91","900590","900591","1","-75.4077242713","10.3312678466","-75.4051714418","10.3237825858","973.68126353"
"Peaton","10","33,795",,"Buga- La Victoria","DEPTO","7","0","2505","67","68","250567","250568","1","-76.3109154243","3.90348760682","-76.3122709057","3.89517909869","995.141534406"
"Peaton","11","32,112","IP  –  Ampliación a Tercer Carril Doble Calzada Bogotá - Girardot","Girardot - Bogotá","ANI","65","4G032","4005","61","62","400561","400562","0","-74.4260983227","4.32008429927","-74.4335948002","4.31560569362","999.909749581"
"Peaton","12","39,651",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","43","44","100143","100144","0","-78.6686949205","1.51293898955","-78.6644904097","1.50500629571","1,000.30749123999"
"Peaton","13","10,484","Córdoba – Sucre","Sincelejo - Carreto","ANI","15","3G006","2515","9","10","25159","251510","1","-75.2870883254","9.32437955312","-75.2913895527","9.32462393105","479.93651727"
"Peaton","14","8,042","Ruta Caribe","Barranquilla - Malambo - Palmar de Varela","ANI","1,296","3G008","2516","71","72","251671","251672","1","-74.7707408302","10.8614972408","-74.7716039227","10.8571924617","508.236584008"
"Peaton","15","34,519","IP - Nueva Malla Vial del Valle del Cauca","Candelaria-Buga","ANI","6","5G001","2505","40","41","250540","250541","1","-76.3043744539","3.68407498213","-76.3008494287","3.67571596958","1,035.37745012999"
"Peaton","16","27,294",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RS01","5","6","29RS015","29RS016","0","-75.7976360146","4.81310756428","-75.7919636295","4.81393959048","638.592729567"
"Peaton","17","39,738",,"Pasto - La Unión - Mercaderes","INVIAS-OTROS","1,012","0","2501A","89","90","2501A89","2501A90","1","-77.1306597509","1.60665017291","-77.1281785793","1.60077160267","968.875479436"
"Peaton","18","15,279",,,"DEPTO","1,229","0","45AST08","11","12","45AST0811","45AST0812","1","-73.166214297","7.09911953237","-73.1687504837","7.09061947065","994.663574066"
"Peaton","19","39,679",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","15","16","100115","100116","0","-78.7815001266","1.73682704767","-78.7800645302","1.72797927682","1,000.45325186"
"Peaton","20","33,544",,"Buga- La Victoria","DEPTO","7","0","2505","87","88","250587","250588","0","-76.2066992692","4.04513431626","-76.2104991588","4.03695625846","1,006.04435969999"
"Peaton","21","19,390","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","22","23","600422","600423","1","-75.4448256454","6.27694946552","-75.4384190752","6.27112515989","1,009.92711458999"
"Peaton","22","11,453",,"Aguachica  - San Roque","INVIAS-OTROS","31","0","4515","41","42","451541","451542","1","-73.624116301","8.96299108277","-73.6249095855","8.95482081535","1,011.15850421"
"Peaton","23","1,899",,,"DEPTO","1,229","0","6602","69","70","660269","660270","1","-73.1755998424","7.07181453677","-73.1713944982","7.07535734471","1,348.62301954999"
"Peaton","24","5,318","IP  –  Ampliación a Tercer Carril Doble Calzada Bogotá - Girardot","Girardot - Bogotá","ANI","65","4G032","4005","59","61","400559","400561","0","-74.4335948002","4.31560569362","-74.4476849122","4.30391728802","2,040.31172143999"
"Peaton","25","7,333",,,"DEPTO","1,312","0","9007","79","80","900779","900780","0","-74.2254973159","11.1344376845","-74.2257791447","11.1254283871","1,031.39225921999"
"Peaton","26","2,873",,,"OTRO","0","0",,"0","0",,,"0","-75.4395249216","6.2411252397","-75.4429337854","6.23467707761","816.206586474"
"Peaton","27","15,354",,,"INVIAS-OTROS","1,226","0","6515","128","129","6515128","6515129","1","-71.8784221678","6.9585666602","-71.8747872652","6.95820264657","414.947818926"
"Peaton","28","6,248","Popayán – Santander de Quilichao","Popayán-Santander de Quilichao","ANI","4","4G021","2504","63","64","250463","250464","0","-76.5289927165","2.9542093348","-76.5287997204","2.94325805602","1,246.95683123999"
"Peaton","29","33,812",,,"OTRO","0","0",,"0","0",,,"1","-76.2883927979","3.89149687606","-76.2847597219","3.88999069797","438.489441497"
"Peaton","30","27,302",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RS01","8","9","29RS018","29RS019","0","-75.8176136455","4.806519686","-75.8248170104","4.80384032049","896.042769785"
"Peaton","31","23,481",,"Puerto Salgar - Barranca","INVIAS-OTROS","29","0","4510","43","44","451043","451044","0","-74.6289723956","5.53518607668","-74.6308353835","5.5318389415","450.370257677"
"Peaton","32","7,288",,,"DEPTO","1,312","0",,"0","0",,,"1","-74.2307267722","11.1758507602","-74.2259168713","11.1823293844","913.893972997"
"Peaton","33","8,970","Ruta Caribe","Sincerin - Arjona - Turbaco - Cartagena","ANI","1,274","3G008","9005","91","92","900591","900592","1","-75.4130284777","10.3357170542","-75.4077242713","10.3312678466","944.739820158"
"Peaton","34","2,636","Autopista al Mar 1","Medellín - Santafé de Antioquia","ANI","18","4G024",,"0","0",,,"0","-75.7311686165","6.40878936971","-75.730899979","6.40457268326","478.137101054"
"Peaton","35","39,659",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","35","36","100135","100136","0","-78.702170066","1.57645824123","-78.6981058238","1.56844266875","1,001.40820539"
"Peaton","36","19,389","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","23","24","600423","600424","1","-75.4384190752","6.27112515989","-75.4385710349","6.26240762322","1,009.4376548"
"Peaton","37","13,827","Autopistas al Mar 2","Santafé de Antioquía - Chigorodó","ANI","19","4G026","6202","2","3","62022","62023","1","-76.6698079422","7.65651178413","-76.6651227413","7.64762672963","1,126.64085002"
"Peaton","38","40,741",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1002","127","128","1002127","1002128","0","-77.4547004153","1.0541484638","-77.4530735279","1.04986782374","588.749473934"
"Peaton","39","2,671",,,"DEPTO","1,219","0",,"0","0",,,"0","-75.3581523331","6.42121616812","-75.3764076847","6.41290194382","2,388.21061637"
"Peaton","40","23,820","Girardot - Honda - Puerto Salgar",,"ANI","1,176","4G008","4510","28","29","451028","451029","1","-74.6789713851","5.44038283964","-74.6807883912","5.43189267701","976.680824509"
"Peaton","41","39,649",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","45","46","100145","100146","0","-78.6602383265","1.49694617389","-78.6574810535","1.49176956551","653.66151753"
"Peaton","42","3,659",,,"OTRO","0","0",,"0","0",,,"0","-73.8358184452","5.49664376998","-73.8297607227","5.49604919366","680.724560525"
"Peaton","43","18,956","Autopista al Mar 1","Medellín - Santafé de Antioquia","ANI","18","4G024",,"0","0",,,"0","-75.7185945452","6.38306426557","-75.72244481","6.3782180259","740.836013174"
"Peaton","44","32,958",,,"OTRO","0","0",,"0","0",,,"0","-76.2350295653","4.09335083584","-76.2320307649","4.09172009343","380.463413627"
"Peaton","45","1,183",,,"OTRO","0","0",,"0","0",,,"0","-75.4320371655","7.95705387917","-75.4394012292","7.94938083302","1,211.16020625999"
"Peaton","46","8,084","Ruta Caribe","Cartagena-Barranquilla (Cordialidad)","ANI","117","3G008","9006","80","81","900680","900681","0","-74.9100308017","10.6665245355","-74.9130755928","10.6594722072","887.477479268"
"Peaton","47","40,361","Rumichaca – Pasto","Pedregal-Pasto","ANI","56","4G025","2501","82","83","250182","250183","1","-77.2792431672","1.19313660138","-77.2765849097","1.18599260163","905.982499362"
"Peaton","48","22,765","Briceño - Tunja - Sogamoso","Tunja - Duitama","ANI","38","3G001","5502","8","9","55028","55029","0","-73.2940504795","5.63500589017","-73.3002189565","5.62965058856","911.509786182"
"Peaton","49","33,846",,"Loboguerrero - Buga","INVIAS-OTROS","61","0","4001","118","119","4001118","4001119","1","-76.3161495887","3.89235272922","-76.3119660804","3.89339597092","480.892139121"
"Peaton","50","24,786",,"Chinchiná-Mariquita","INVIAS-OTROS","137","0","5007","1","2","50071","50072","1","-75.0339420286","5.15619096305","-75.0372783486","5.15041346615","970.896726456"
"Peaton","51","11,336","Córdoba – Sucre","Planeta Rica - Sincelejo","ANI","14","3G006","2514","91","92","251491","251492","1","-75.3947255256","9.11702462264","-75.400255843","9.11071549973","976.136508486"
"Peaton","52","23,784",,"Viterbo-La Felisa","INVIAS-OTROS","162","0","2508","47","48","250847","250848","0","-75.6670000199","5.45012373042","-75.6586980841","5.45168403942","985.382173491"
"Peaton","53","30,791","IP  –  Ampliación a Tercer Carril Doble Calzada Bogotá - Girardot","Girardot - Bogotá","ANI","65","4G032","4005","81","82","400581","400582","0","-74.3888257236","4.41945678989","-74.3944981396","4.41353426906","989.873187564"
"Peaton","54","31,610","IP – GIC","Calarcá - Ibagué","ANI","63","4G011","40TLC","5","6","40TLC5","40TLC6","0","-75.2202742249","4.424154929","-75.2115947756","4.42407944181","993.3754268"
"Peaton","55","20,505","Autopista Conexión Pacífico 1",,"ANI","1,594","4G002","2509","60","61","250960","250961","0","-75.6293520701","6.12473876138","-75.6300839586","6.11635668463","1,000.05322392"
"Peaton","56","33,279","IP Malla Vial del Meta","Villavicencio-Puente Arimena","ANI","73","4G012","4007","1","2","40071","40072","0","-73.5980331892","4.10632652111","-73.5910474129","4.100717684","1,000.73478049"
"Peaton","57","27,304",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RS01","6","7","29RS016","29RS017","0","-75.8008579588","4.81365057552","-75.8090083827","4.8112731857","1,008.14405884999"
"Peaton","58","10,812",,,"INVIAS-OTROS","1,262","0","9003","44","45","900344","900345","0","-75.8518143145","9.25853412971","-75.843758795","9.25436229687","1,013.25349619999"
"Peaton","59","26,532","Bogotá – La Vega – Villeta (BVLPV)","Bogotá - Villeta","ANI","120","1G002","5008","120","121","5008120","5008121","0","-74.2900362427","4.86704962205","-74.2901983685","4.85808886747","1,013.52671075"
"Peaton","60","39,658",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","36","37","100136","100137","0","-78.6981058238","1.56844266875","-78.6938183978","1.56041236879","1,014.30314393"
"Peaton","61","7,334",,,"DEPTO","1,312","0","9007","78","79","900778","900779","0","-74.2257791447","11.1254283871","-74.2241919971","11.1166021735","1,016.80801673999"
"Peaton","62","34,503",,"El Cerrito - Obando - Cali","DEPTO","1,102","0","2505B","25","26","2505B25","2505B26","0","-76.3278623693","3.68954104964","-76.3286540521","3.68469964376","547.742119658"
"Peaton","63","33,855","IP - Nueva Malla Vial del Valle del Cauca","Candelaria-Buga","ANI","6","5G001","2505","66","67","250566","250567","1","-76.3119660804","3.89339597092","-76.3130057834","3.88349099439","1,118.42593968999"
"Peaton","64","211",,,"DEPTO","1,312","0","9007","75","76","900775","900776","0","-74.2168485422","11.0963330182","-74.215520704","11.0913542152","583.814126342"
"Peaton","65","40,589",,"Puerto Asis-Santana-Mocoa","INVIAS-OTROS","23","0","4502","71","72","450271","450272","0","-76.6528689796","1.10731452301","-76.6520193984","1.096994998","1,198.23059315999"
"Peaton","66","23,804",,"Viterbo-La Felisa","INVIAS-OTROS","162","0","2508","49","50","250849","250850","1","-75.6501337364","5.45134838344","-75.6493776425","5.44602443471","602.753165007"
"Peaton","67","23,586",,,"OTRO","0","0",,"0","0",,,"1","-73.8565635847","5.50913235028","-73.8533788888","5.50475126478","611.175340628"
"Peaton","68","40,511",,"Pasto-Mocoa","INVIAS-OTROS","57","0","1003","64","66","100364","100366","1","-76.9123882586","1.19987788467","-76.9280106447","1.20581831727","1,910.2460575"
"Peaton","69","27,297",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RSB","0","1","29RSB","29RSB1","0","-75.7976360146","4.81310756428","-75.7917721063","4.81113334412","719.742731098"
"Peaton","70","27,308",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RS01","3","4","29RS013","29RS014","0","-75.7832566223","4.81354792925","-75.77671828","4.81190273525","776.323133053"
"Peaton","71","7,124","Santa Marta - Paraguachón","Santa Marta-Maicao-Paraguachón","ANI","119","1G003","9008","0","1","90080","90081","1","-74.1534280141","11.2257558983","-74.1602539382","11.2234359958","805.765698304"
