"ActorVial","Prioridad","COD","CONCESION","CORREDOR","ENTIDAD","IDPROY","ID_MT","CodVia","CodPRi","CodPRf","CodSegPRi","CodSegPRf","PasoUrbano","Xi","Yi","Xf","Yf","Shape_Leng"
"Peaton","72","32,372","IP  –  Ampliación a Tercer Carril Doble Calzada Bogotá - Girardot","Girardot - Bogotá","ANI","65","4G032","4005","29","31","400529","400531","0","-74.6180686589","4.2389991429","-74.6238687158","4.22479140659","1,727.80168699"
"Peaton","73","33,894",,"Altos de Zaragoza-Loboguerrero","INVIAS-OTROS","60","0","4001","50","52","400150","400152","0","-76.7594793407","3.78019832974","-76.7453831506","3.7763044364","1,771.37054921999"
"Peaton","74","40,510",,"Pasto-Mocoa","INVIAS-OTROS","57","0","1003","66","67","100366","100367","0","-76.9056358872","1.19510677441","-76.9123882586","1.19987788467","922.225837712"
"Peaton","75","891",,,"INVIAS-OTROS","3,001","0",,"0","0",,,"0","-75.9048586684","8.49217475064","-75.9060068892","8.47575198918","1,859.95218888999"
"Peaton","76","9,579","Puerta de Hierro – Palmar de Varela y Carreto – Cruz del Viso","Sincelejo - Carreto","ANI","15","4G018","2515","93","95","251593","251595","1","-75.0854942968","9.95529500936","-75.090386177","9.9394078014","1,894.1374562"
"Peaton","77","34,497","IP - Nueva Malla Vial del Valle del Cauca","Candelaria-Buga","ANI","6","5G001","2505","42","43","250542","250543","1","-76.3156955795","3.6963705163","-76.3109955848","3.68941066847","951.251417651"
"Peaton","78","11,454",,"Aguachica  - San Roque","INVIAS-OTROS","31","0","4515","40","41","451540","451541","1","-73.6249095855","8.95482081535","-73.6290619529","8.94739600726","957.525062332"
"Peaton","79","41,204","Rumichaca – Pasto","Puente Rumichaca-Ipiales","ANI","1","4G025","25NRC","2","3","25NRC2","25NRC3","0","-77.6305879453","0.81944986252","-77.6225874356","0.82130538637","963.733440315"
"Peaton","80","27,301",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RS01","9","10","29RS019","29RS0110","0","-75.8248170104","4.80384032049","-75.8331206015","4.8033094459","965.69052219"
"Peaton","81","5,354","IP  –  Ampliación a Tercer Carril Doble Calzada Bogotá - Girardot","Girardot - Bogotá","ANI","65","4G032","4005","33","34","400533","400534","0","-74.6056821726","4.25552129323","-74.6132210747","4.25123678194","973.011989483"
"Peaton","82","39,652",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","42","43","100142","100143","0","-78.6726860793","1.5207886869","-78.6686949205","1.51293898955","981.291071183"
"Peaton","83","15,280",,,"DEPTO","1,229","0","45AST08","10","11","45AST0810","45AST0811","1","-73.1687504837","7.09061947065","-73.1696124402","7.08209336279","984.198962919"
"Peaton","84","39,667",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","27","28","100127","100128","0","-78.7356196664","1.63987605146","-78.7314651502","1.63204288385","987.949467541"
"Peaton","85","36,771","Popayán – Santander de Quilichao","Popayán-Santander de Quilichao","ANI","4","4G021","2504","65","67","250465","250467","0","-76.5207749753","2.97467065413","-76.5268380679","2.95893273391","1,978.78408674"
"Peaton","86","30,793","IP  –  Ampliación a Tercer Carril Doble Calzada Bogotá - Girardot","Girardot - Bogotá","ANI","65","4G032","4005","79","80","400579","400580","1","-74.3917290823","4.40701159646","-74.3840132598","4.40636004232","994.396419996"
"Peaton","87","36,675","Popayán – Santander de Quilichao","Popayán-Santander de Quilichao","ANI","4","4G021","2504","73","74","250473","250474","0","-76.4995206098","3.0219090825","-76.4989906399","3.01304793014","998.929757128"
"Peaton","88","26,530","Bogotá – La Vega – Villeta (BVLPV)","Bogotá - Villeta","ANI","120","1G002","5008","122","123","5008122","5008123","0","-74.2831910884","4.8547743612","-74.2752761559","4.85182915111","999.843838294"
"Peaton","89","25,864","Briceño - Tunja - Sogamoso","Bogotá - Tunja","ANI","37","3G001","5501","37","38","550137","550138","0","-73.8317566485","5.03949988734","-73.8382178931","5.03337529563","1,001.05472088999"
"Peaton","90","15,538",,,"INVIAS-OTROS","1,229","0","45AST08","9","10","45AST089","45AST0810","1","-73.1692585373","7.08189521131","-73.1640340007","7.07488778289","1,004.39394599"
"Peaton","91","39,676",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","18","19","100118","100119","0","-78.7733948678","1.71154447131","-78.7691603297","1.70356127896","1,006.90313659"
"Peaton","92","19,395","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","18","19","600418","600419","1","-75.459819681","6.30824693388","-75.4553775058","6.30046760286","1,009.25664229999"
"Peaton","93","13,839","Autopistas al Mar 2","Chigorodó-Turbo","ANI","20","4G026","6201","52","53","620152","620153","0","-76.6753611725","7.68787900007","-76.677099964","7.67905556072","1,010.64373502"
"Peaton","94","10,481","Córdoba – Sucre","Sincelejo - Carreto","ANI","15","3G006","2515","12","13","251512","251513","0","-75.2844908318","9.34750201491","-75.2812804363","9.33923141692","1,010.8654145"
"Peaton","95","33,857","IP - Nueva Malla Vial del Valle del Cauca","Candelaria-Buga","ANI","6","5G001","2505","64","65","250564","250565","1","-76.3090271484","3.87673119806","-76.3041123326","3.86908263784","1,014.79619367999"
"Peaton","96","23,730","Girardot - Honda - Puerto Salgar",,"ANI","1,176","4G008","4510","32","33","451032","451033","1","-74.6667326725","5.46709879989","-74.6706479333","5.45919754323","1,019.92209959"
"Peaton","97","36,775","Popayán – Santander de Quilichao","Popayán-Santander de Quilichao","ANI","4","4G021","2504","59","60","250459","250460","0","-76.5407673022","2.9241489629","-76.5447810769","2.9173609146","1,020.31578951999"
"Peaton","98","9,603","Puerta de Hierro – Palmar de Varela y Carreto – Cruz del Viso","Sincelejo - Carreto","ANI","15","4G018","2515","69","70","251569","251570","0","-75.1225291624","9.75695298013","-75.121175987","9.7480600783","1,021.27730445999"
"Peaton","99","7,332",,,"DEPTO","1,312","0","9007","80","81","900780","900781","0","-74.223727998","11.1432770499","-74.2254973159","11.1344376845","1,024.70539076"
"Peaton","100","8,045","Ruta Caribe","Barranquilla - Malambo - Palmar de Varela","ANI","1,296","3G008","2516","70","71","251670","251671","1","-74.7707376886","10.8525262011","-74.7703916372","10.8435058948","1,028.78484503999"
"Todos","1","34,896","IP - Nueva Malla Vial del Valle del Cauca","Yumbo - Yotoco - Buga","ANI","1,100","5G001","2301","11","12","230111","230112","1","-76.4863568034","3.57906299157","-76.4859081195","3.57615710067","330.437366113"
"Todos","2","27,300",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RS01","5","6","29RS015","29RS016","0","-75.7976360146","4.81310756428","-75.8008579588","4.81365057552","363.758927175"
"Todos","3","35,613","IP - Nueva Malla Vial del Valle del Cauca","Santander de Quilichao-Candelaria","ANI","5","5G001","2504A","35","36","2504A35","2504A36","1","-76.3497785772","3.41555702937","-76.3510122766","3.41050937467","587.579050898"
"Todos","220","2,633",,,"DEPTO","1,219","0",,"0","0",,,"0","-75.3608248444","6.42506805473","-75.3699787632","6.41956376891","1,207.12118867"
"Todos","4","15,279",,,"DEPTO","1,229","0","45AST08","11","12","45AST0811","45AST0812","1","-73.166214297","7.09911953237","-73.1687504837","7.09061947065","994.663574066"
"Todos","5","19,405","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","0","1","60040","60041","1","-75.5551017969","6.30964490076","-75.5483294954","6.3147762088","1,021.94892938999"
"Todos","6","33,792",,"Buga- La Victoria","DEPTO","7","0","2505","70","71","250570","250571","1","-76.2926436136","3.92235958708","-76.3003645698","3.91808308456","988.479106043"
"Todos","7","19,086",,"El Hatillo - Girardota - Copacabana - Bello - Medellín","DEPTO","1,218","0",,"0","0",,,"1","-75.505705655","6.35211571708","-75.5111995279","6.35060601439","638.471466186"
"Todos","8","19,077",,"El Hatillo - Girardota - Copacabana - Bello - Medellín","DEPTO","1,218","0",,"0","0",,,"1","-75.517543691","6.34935831146","-75.5217921201","6.34659808083","570.813046452"
"Todos","9","34,519","IP - Nueva Malla Vial del Valle del Cauca","Candelaria-Buga","ANI","6","5G001","2505","40","41","250540","250541","1","-76.3043744539","3.68407498213","-76.3008494287","3.67571596958","1,035.37745012999"
"Todos","10","33,238",,"Granada - Villavicencio","DEPTO","53","0",,"0","0",,,"1","-73.6545177895","4.10938876154","-73.6597629008","4.09947144085","1,253.90618689"
"Todos","11","190",,"Ciénaga-Santa Marta","DEPTO","118","0",,"0","0",,,"1","-74.1602539382","11.2234359958","-74.1635344549","11.2145446067","1,128.91047236999"
"Todos","12","11,845","IP – Antioquia – Bolívar","Arboletes-Montería","ANI","101","4G016","7401","62","63","740162","740163","1","-75.8943619307","8.76257459903","-75.8962519917","8.75416986727","1,019.41553645999"
"Todos","13","22,349","Briceño - Tunja - Sogamoso","Duitama-Sogamoso","ANI","79","3G001","6210","0","0","6210","6210","1","-73.0159163567","5.8096292407","-73.0274602159","5.80714609604","1,315.42601887999"
"Todos","14","11,003","Córdoba – Sucre","Planeta Rica - Sincelejo","ANI","14","3G006",,"0","0",,,"1","-75.3880644358","9.29098276583","-75.3964368318","9.28434783377","1,195.38371247"
"Todos","15","19,401","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","12","13","600412","600413","0","-75.4903911363","6.31842006511","-75.4899458746","6.32723753707","996.048912102"
"Todos","16","30,422","IP  –  Ampliación a Tercer Carril Doble Calzada Bogotá - Girardot",,"ANI","2,127","4G032","4005","114","115","4005114","4005115","0","-74.2353551664","4.55575102742","-74.2411668586","4.54880208025","1,010.31097964"
"Todos","17","28,054","Bogotá – La Vega – Villeta (BVLPV)",,"ANI","1,148","1G002","5008","144","145","5008144","5008145","1","-74.1305663196","4.7327463166","-74.1245872377","4.72582222853","1,021.2258249"
"Todos","18","8,311","Puerta de Hierro – Palmar de Varela y Carreto – Cruz del Viso","Carreto - Barranquilla","ANI","17","4G018","2516","45","46","251645","251646","0","-74.7592108055","10.637561328","-74.761275087","10.6290923721","1,021.82450348999"
"Todos","19","34,706","IP - Nueva Malla Vial del Valle del Cauca","Yumbo - Yotoco - Buga","ANI","1,100","5G001","2301","13","14","230113","230114","1","-76.482824887","3.59669688618","-76.4833561364","3.58774464796","1,048.26029192999"
"Todos","20","27,068",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RSC","9","10","29RSC9","29RSC10","0","-75.691846445","4.83593125304","-75.6977094816","4.83137451842","963.770682788"
"Todos","22","39,670",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","24","25","100124","100125","0","-78.7482087689","1.66376464079","-78.7439616992","1.65573986663","1,011.66206251"
"Todos","23","40,020",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","60","61","100160","100161","0","-78.5722589317","1.40323224217","-78.563700312","1.39819903161","1,106.53872438"
"Todos","24","13,240",,"El Zulia-Cúcuta","INVIAS-OTROS","100","0","7009","58","59","700958","700959","0","-72.5936569332","7.93209598013","-72.5873877508","7.93004759197","741.133345183"
"Todos","25","27,303",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RS01","7","8","29RS017","29RS018","0","-75.8090083827","4.8112731857","-75.8176136455","4.806519686","1,115.78027337999"
"Todos","26","33,280","IP Malla Vial del Meta","Villavicencio-Puente Arimena","ANI","73","4G012","4007","0","1","4007","40071","1","-73.6055781093","4.11249520728","-73.5980331892","4.10632652111","1,088.36804757999"
"Todos","27","37,814",,,"INVIAS-OTROS","1,589","0","2001","57","58","200157","200158","0","-76.639558417","2.45524225253","-76.6472295714","2.45705373463","999.790086624"
"Todos","28","40,015",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","65","66","100165","100166","0","-78.5307162607","1.38854687096","-78.5218416878","1.39019728456","1,013.01059625"
"Todos","29","7,089","Santa Marta - Paraguachón","Santa Marta-Maicao-Paraguachón","ANI","119","1G003","9008","42","43","900842","900843","0","-73.8219214729","11.2492240802","-73.8309740659","11.2483980094","1,031.67326449"
"Todos","30","36,047","IP - Nueva Malla Vial del Valle del Cauca",,"ANI","0","5G001",,"0","0",,,"0","-76.3857613697","3.39897877327","-76.3836688871","3.3979757737","258.417446165"
"Todos","31","35,252","IP - Nueva Malla Vial del Valle del Cauca","Cali - Palmira","ANI","1,590","5G001","2505","14","15","250514","250515","0","-76.3578776681","3.52054262249","-76.3635359863","3.51893637993","655.153834825"
"Todos","32","12,982",,"Hoyórrico - Caucasia","INVIAS-OTROS","1,220","0","2512","62","63","251262","251263","1","-75.2008323336","7.98857190115","-75.2023371018","7.97930919247","1,058.97703993"
"Todos","33","2,030",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","82","83","45A0782","45A0783","0","-73.0601151107","7.02039770917","-73.0556026067","7.01123349003","1,167.73771704999"
"Todos","34","38,800",,"Florencia - Guayabal - Altamira","INVIAS-OTROS","1,013","0","2003A","7","8","2003A7","2003A8","0","-75.7973003948","1.97176607727","-75.799306344","1.96320797082","1,006.9524499"
"Todos","35","33,731",,"Buga- La Victoria","DEPTO","7","0","2505","74","75","250574","250575","0","-76.2731379374","3.95141481737","-76.2776369331","3.94366701827","1,007.66716823"
"Todos","36","15,354",,,"INVIAS-OTROS","1,226","0","6515","128","129","6515128","6515129","1","-71.8784221678","6.9585666602","-71.8747872652","6.95820264657","414.947818926"
"Todos","37","36,053","IP - Nueva Malla Vial del Valle del Cauca","Santander de Quilichao-Candelaria","ANI","5","5G001","2504A","35","36","2504A35","2504A36","1","-76.3510122766","3.41050937467","-76.3515632023","3.40584354957","525.173519656"
"Todos","38","11,674","Córdoba – Sucre","Montería-La Ye","ANI","89","3G006",,"0","0",,,"0","-75.8367046741","8.82804681841","-75.8373555835","8.8269727973","141.329000558"
"Todos","39","18,891",,"El Hatillo - Girardota - Copacabana - Bello - Medellín","DEPTO","1,218","0",,"0","0",,,"0","-75.4229115125","6.4089402424","-75.4341296142","6.39867434537","1,700.58228213999"
"Todos","40","35,281","IP - Nueva Malla Vial del Valle del Cauca","Cali - Palmira","ANI","1,590","5G001","2505","8","9","25058","25059","0","-76.407356314","3.50875239943","-76.4160741244","3.50691008079","992.062654129"
"Todos","41","34,360",,"Cali-Dagua","INVIAS-OTROS","165","0","1901","47","48","190147","190148","1","-76.6866200135","3.66037069274","-76.6880672823","3.65391577116","999.817267723"
"Todos","42","14,201",,"Barranca - Aguachica","INVIAS-OTROS","30","0","4513","37","38","451337","451338","0","-73.5451340268","7.40259070751","-73.5474256995","7.39385954156","1,012.92385035999"
"Todos","43","17,460",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","0","1","45A07","45A071","1","-73.1241599031","6.55355476115","-73.1319589132","6.55216446729","980.655039311"
"Todos","44","33,240",,"Granada - Villavicencio","DEPTO","53","0",,"0","0",,,"1","-73.6466908451","4.11752059912","-73.6545177895","4.10938876154","1,272.35234311999"
"Todos","45","19,383","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","6","7","60046","60047","0","-75.522907881","6.32865402581","-75.5151001903","6.32796112575","987.07039011"
"Todos","46","12,967","Autopistas al Mar 2","Chigorodó-Turbo","ANI","20","4G026","6201","16","17","620116","620117","0","-76.6404224592","8.00436302561","-76.6376063134","7.99483275324","1,116.94939793"
"Todos","47","7,124","Santa Marta - Paraguachón","Santa Marta-Maicao-Paraguachón","ANI","119","1G003","9008","0","1","90080","90081","1","-74.1534280141","11.2257558983","-74.1602539382","11.2234359958","805.765698304"
"Todos","48","35,145","IP - Nueva Malla Vial del Valle del Cauca","Yumbo - Cali","ANI","2,536","5G001","2301","2","3","23012","23013","1","-76.5024591143","3.51148426984","-76.5054232293","3.50314166063","987.358993097"
"Todos","49","32,909",,"Buga- La Victoria","DEPTO","7","0","2505","99","100","250599","2505100","0","-76.1805890948","4.14108961443","-76.1813000815","4.13239873927","987.857053494"
"Todos","50","33,795",,"Buga- La Victoria","DEPTO","7","0","2505","67","68","250567","250568","1","-76.3109154243","3.90348760682","-76.3122709057","3.89517909869","995.141534406"
"Todos","51","11,023",,"Aguachica  - San Roque","INVIAS-OTROS","31","0","4515","76","77","451576","451577","1","-73.5379101754","9.20354007046","-73.5504641531","9.1991262736","1,499.68123259999"
"Todos","52","27,060",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RSC","7","8","29RSC7","29RSC8","0","-75.7062085873","4.82865096013","-75.7124113116","4.82530601826","1,001.6771569"
"Todos","53","15,681",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","78","79","45A0778","45A0779","0","-73.0425419399","6.98838354965","-73.0455568728","6.98039358529","1,005.20250817999"
"Todos","54","36,099","IP - Nueva Malla Vial del Valle del Cauca",,"ANI","0","5G001",,"0","0",,,"0","-76.3671847593","3.39422642205","-76.3540334009","3.39573253271","1,525.01233541"
"Todos","55","9,621",,,"INVIAS-OTROS","1,261","0",,"0","0",,,"1","-73.235483269","10.0332601904","-73.2435356809","10.0288940342","1,063.27760863999"
"Todos","56","7,104","Santa Marta - Paraguachón","Santa Marta-Maicao-Paraguachón","ANI","119","1G003","9008","2","3","90082","90083","0","-74.137496552","11.2341394736","-74.1455973753","11.2299011958","1,049.81776027"
"Todos","57","27,733","Bogotá (Fontibón) – Faca – Los Alpes","Mosquera - Facatativa - Los Andes","ANI","1,151","1G007","5008A","53","54","5008A53","5008A54","0","-74.3181057468","4.7737868831","-74.3124505734","4.76603570409","1,096.40315830999"
"Todos","58","11,006","Córdoba – Sucre","Planeta Rica - Sincelejo","ANI","14","3G006",,"0","0",,,"0","-75.3964368318","9.28434783377","-75.4015190345","9.28055503226","709.687575589"
"Todos","59","2,025",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","87","88","45A0787","45A0788","1","-73.0852811716","7.05726865041","-73.0782189158","7.04593445371","1,607.00570784999"
"Todos","60","27,302",,"Variante Pereira","INVIAS-OTROS","1,156","0","29RS01","8","9","29RS018","29RS019","0","-75.8176136455","4.806519686","-75.8248170104","4.80384032049","896.042769785"
"Todos","61","8,970","Ruta Caribe","Sincerin - Arjona - Turbaco - Cartagena","ANI","1,274","3G008","9005","91","92","900591","900592","1","-75.4130284777","10.3357170542","-75.4077242713","10.3312678466","944.739820158"
"Todos","62","19,087",,"El Hatillo - Girardota - Copacabana - Bello - Medellín","DEPTO","1,218","0",,"0","0",,,"1","-75.5111995279","6.35060601439","-75.517543691","6.34935831146","720.666394203"
"Todos","63","13,605",,"Barranca - Aguachica","INVIAS-OTROS","30","0","4514","1","2","45141","45142","0","-73.4043328715","7.78928635759","-73.4001091324","7.780571418","1,086.32231447999"
"Todos","64","6,050","IP - Nueva Malla Vial del Valle del Cauca",,"ANI","0","5G001",,"0","0",,,"0","-76.4443552954","3.41124224927","-76.4334385683","3.41233130032","1,227.15234867999"
"Todos","65","41,377",,,"DEPTO","1,219","0",,"0","0",,,"0","-75.3697569671","6.43652124216","-75.3709981261","6.43088403393","1,104.42098970999"
"Todos","66","5,327","IP Malla Vial del Meta","Villavicencio-Puente Arimena","ANI","73","4G012","4008","0","1","40080","40081","1","-72.9589128056","4.08898198171","-72.9645938964","4.08395340293","852.221826323"
"Todos","67","9,619",,,"INVIAS-OTROS","1,261","0","4901","95","96","490195","490196","1","-73.2437720836","10.0401618142","-73.2446322085","10.0314876633","1,001.90775760999"
"Todos","68","10,938","Córdoba – Sucre","Sincelejo - Carreto","ANI","15","3G006","2515","8","9","25158","25159","1","-75.2913895527","9.32462393105","-75.3029932804","9.31873130617","1,539.64640516"
"Todos","69","11,021",,"Aguachica  - San Roque","INVIAS-OTROS","31","0","4515","78","79","451578","451579","0","-73.5227081241","9.21376227339","-73.5302562754","9.20865821611","1,018.50386433"
"Todos","70","15,682",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","77","78","45A0777","45A0778","0","-73.0455568728","6.98039358529","-73.0442686011","6.97221249216","977.858694883"
"Todos","71","40,741",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1002","127","128","1002127","1002128","0","-77.4547004153","1.0541484638","-77.4530735279","1.04986782374","588.749473934"
"Todos","72","3,955","Briceño - Tunja - Sogamoso","Bogotá - Tunja","ANI","37","3G001","5501","72","73","550172","550173","1","-73.592094419","5.21788701154","-73.600751581","5.20960555648","1,339.21892739999"
"Todos","73","1,899",,,"DEPTO","1,229","0","6602","69","70","660269","660270","1","-73.1755998424","7.07181453677","-73.1713944982","7.07535734471","1,348.62301954999"
"Todos","74","35,284","IP - Nueva Malla Vial del Valle del Cauca","Cali - Palmira","ANI","1,590","5G001","2505","9","10","25059","250510","0","-76.3986419926","3.51121930886","-76.407356314","3.50875239943","1,009.44205531"
"Todos","75","36,105","IP - Nueva Malla Vial del Valle del Cauca","Santander de Quilichao-Candelaria","ANI","5","5G001","2504A","32","33","2504A32","2504A33","0","-76.3531958105","3.38900294967","-76.3525235019","3.37987075172","1,022.66285912"
"Todos","76","41,624",,"Aguazul-Maní","DEPTO","83","0",,"0","0",,,"0","-72.5302474087","5.15690789332","-72.538156296","5.16165289603","1,027.86966159999"
"Todos","183","22,552",,,"OTRO","0","0","6210","12","13","621012","621013","0","-72.950719167","5.74926953067","-72.9420380821","5.75172818343","1,038.59840671"
"Todos","77","35,282","IP - Nueva Malla Vial del Valle del Cauca","Cali - Palmira","ANI","1,590","5G001","2505","7","8","25057","25058","0","-76.4160741244","3.50691008079","-76.4251128799","3.50497563888","1,029.09408940999"
"Todos","78","30,808","IP  –  Ampliación a Tercer Carril Doble Calzada Bogotá - Girardot","Girardot - Bogotá","ANI","65","4G032","4005","99","100","400599","4005100","0","-74.32627849","4.53055057506","-74.3356739645","4.52998543202","1,095.05244794"
"Todos","79","9,746","Ruta del Sol 3","Bosconia - Cienaga","ANI","33","3G012","4516","86","87","451686","451687","1","-73.8862987527","9.97306572485","-73.8816130073","9.96597098332","956.754646406"
"Todos","80","8,615","Ruta del Sol 3","Bosconia - Cienaga","ANI","33","3G012","4517","0","1","45170","45171","1","-73.8915267866","9.98096824457","-73.8862987527","9.97306572485","1,066.33575352999"
"Todos","82","5,221","Girardot – Ibagué – Cajamarca","Ibagué- Girardot","ANI","64","3G009","40TLC","14","15","40TLC14","40TLC15","1","-75.1770722858","4.41749632804","-75.1697731817","4.4103921632","1,143.88723744"
"Todos","83","34,091","IP - Nueva Malla Vial del Valle del Cauca","Candelaria-Buga","ANI","6","5G001","2505","57","58","250557","250558","0","-76.3045564365","3.82319272805","-76.30828309","3.81061254521","1,474.39955564999"
"Todos","84","34,272","IP - Nueva Malla Vial del Valle del Cauca","Candelaria-Buga","ANI","6","5G001","2505","50","51","250550","250551","1","-76.3265686829","3.76321688438","-76.3255308127","3.75353727972","1,094.23108810999"
"Todos","85","34,875","IP - Nueva Malla Vial del Valle del Cauca",,"ANI","1,096","5G001","2505","27","28","250527","250528","0","-76.2800313039","3.5848095006","-76.2852017955","3.57766456848","985.911885558"
"Todos","86","19,398","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","15","16","600415","600416","0","-75.4749743101","6.32654683367","-75.4671315749","6.32296397066","987.675886329"
"Todos","87","19,391","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","21","22","600421","600422","1","-75.4483045022","6.28467687616","-75.4448256454","6.27694946552","997.376999484"
"Todos","88","2,029",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","83","84","45A0783","45A0784","0","-73.0652637546","7.02578590586","-73.0601151107","7.02039770917","836.684650927"
"Todos","89","19,390","Desarrollo Vial del Oriente de Medellín – DEVIMED","Medellín - Santuario","ANI","1,212","1G009","6004","22","23","600422","600423","1","-75.4448256454","6.27694946552","-75.4384190752","6.27112515989","1,009.92711458999"
"Todos","90","33,847",,"Loboguerrero - Buga","INVIAS-OTROS","61","0","4001","117","118","4001117","4001118","1","-76.3249879308","3.89100706801","-76.3161495887","3.89235272922","1,012.85571765999"
"Todos","91","5,318","IP  –  Ampliación a Tercer Carril Doble Calzada Bogotá - Girardot","Girardot - Bogotá","ANI","65","4G032","4005","59","61","400559","400561","0","-74.4335948002","4.31560569362","-74.4476849122","4.30391728802","2,040.31172143999"
"Todos","92","7,884","Ruta Caribe","Cartagena-Barranquilla (Cordialidad)","ANI","117","3G008","9006","109","110","9006109","9006110","1","-74.882419444","10.9051093796","-74.8835096184","10.8961277674","1,026.56987479999"
"Todos","93","7,288",,,"DEPTO","1,312","0",,"0","0",,,"1","-74.2307267722","11.1758507602","-74.2259168713","11.1823293844","913.893972997"
"Todos","94","6,248","Popayán – Santander de Quilichao","Popayán-Santander de Quilichao","ANI","4","4G021","2504","63","64","250463","250464","0","-76.5289927165","2.9542093348","-76.5287997204","2.94325805602","1,246.95683123999"
"Todos","95","3,937",,,"OTRO","0","0",,"0","0",,,"0","-75.1558377364","5.24721837992","-75.1557598338","5.24227116171","595.362858453"
"Todos","96","2,032",,"Barbosa - Bucaramanga","INVIAS-OTROS","42","0","45A07","79","80","45A0779","45A0780","1","-73.0480574181","6.99435050798","-73.0425419399","6.98838354965","917.609395184"
"Todos","97","5,326","IP Malla Vial del Meta","Villavicencio-Puente Arimena","ANI","73","4G012","4008","1","2","40081","40082","1","-72.9495645204","4.09537087846","-72.9589128056","4.08898198171","1,269.68768705999"
"Todos","98","14,700","Bucaramanga- Barranca-Yondó","Bucaramanga-Barranca-Yondó","ANI","164","4G023","6602","18","19","660218","660219","0","-73.4107323066","7.10671639695","-73.4146918561","7.10757494703","958.321875545"
"Todos","99","35,146","IP - Nueva Malla Vial del Valle del Cauca","Yumbo - Cali","ANI","2,536","5G001","2301","1","2","23011","23012","1","-76.5054232293","3.50314166063","-76.5086668957","3.49455880536","1,023.24383758999"
"Todos","100","12,981",,"Hoyórrico - Caucasia","INVIAS-OTROS","1,220","0","2512","63","64","251263","251264","1","-75.2017023726","7.99540658855","-75.2008323336","7.98857190115","982.679843875"
"Todos","101","11,892","IP – Antioquia – Bolívar","Planeta Rica - Montería","ANI","157","4G016","2310","46","47","231046","231047","0","-75.8473340004","8.72975203187","-75.8415569123","8.72296127079","999.707562467"
"Todos","102","32,112","IP  –  Ampliación a Tercer Carril Doble Calzada Bogotá - Girardot","Girardot - Bogotá","ANI","65","4G032","4005","61","62","400561","400562","0","-74.4260983227","4.32008429927","-74.4335948002","4.31560569362","999.909749581"
"Todos","103","40,016",,"Tumaco-Pedregal","INVIAS-OTROS","55","0","1001","64","65","100164","100165","0","-78.5396784623","1.38911731749","-78.5307162607","1.38854687096","1,003.66193783999"
"Todos","104","31,533","IP – GIC","Calarcá - Ibagué","ANI","63","4G011","4003","49","50","400349","400350","1","-75.4334171811","4.43884574818","-75.4252555165","4.44163795445","1,006.00999989"
"Todos","105","33,461","IP Malla Vial del Meta","Granada - Villavicencio","ANI","53","4G012","6509","9","10","65099","650910","0","-73.7052646126","3.66043149098","-73.7044048351","3.6517687155","1,011.61546137"
"Todos","106","6,320",,"Palermo-Neiva","DEPTO","150","0",,"0","0",,,"0","-75.4219452637","2.88962066368","-75.4099649254","2.888431232","1,349.46202913999"
"Todos","107","35,142","IP - Nueva Malla Vial del Valle del Cauca","Yumbo - Cali","ANI","2,536","5G001","2301","5","6","23015","23016","1","-76.4930150835","3.53758074618","-76.496109479","3.52899856458","1,017.36800171"
"Todos","108","32,904",,"Buga- La Victoria","DEPTO","7","0","2505","98","99","250598","250599","0","-76.1813000815","4.13239873927","-76.1785505202","4.12462313067","1,019.23130017999"
"Todos","109","16,294",,,"INVIAS-OTROS","1,226","0","6515","127","128","6515127","6515128","1","-71.8716170215","6.95275265826","-71.8670491595","6.94486646924","1,020.68224629999"
